,Data,Tipo,Valore
693,2020/06/24,transit_stations,-41.0
694,2020/06/24,workplaces,-30.0
695,2020/06/24,residential,8.0
696,2020/06/25,retail_and_recreation,-20.0
697,2020/06/25,grocery_and_pharmacy,-12.0
698,2020/06/25,parks,38.0
699,2020/06/25,transit_stations,-42.0
700,2020/06/25,workplaces,-31.0
701,2020/06/25,residential,8.0
702,2020/06/26,retail_and_recreation,-21.0
703,2020/06/26,grocery_and_pharmacy,-13.0
704,2020/06/26,parks,47.0
705,2020/06/26,transit_stations,-41.0
706,2020/06/26,workplaces,-32.0
707,2020/06/26,residential,7.0
708,2020/06/27,retail_and_recreation,-25.0
709,2020/06/27,grocery_and_pharmacy,-19.0
710,2020/06/27,parks,62.0
711,2020/06/27,transit_stations,-28.0
712,2020/06/27,workplaces,-16.0
713,2020/06/27,residential,0.0
714,2020/06/28,retail_and_recreation,-29.0
715,2020/06/28,grocery_and_pharmacy,-26.0
716,2020/06/28,parks,39.0
717,2020/06/28,transit_stations,-31.0
718,2020/06/28,workplaces,10.0
719,2020/06/28,residential,-3.0
720,2020/06/29,retail_and_recreation,-20.0
721,2020/06/29,grocery_and_pharmacy,-15.0
722,2020/06/29,parks,46.0
723,2020/06/29,transit_stations,-43.0
724,2020/06/29,workplaces,-31.0
725,2020/06/29,residential,7.0
726,2020/06/30,retail_and_recreation,-16.0
727,2020/06/30,grocery_and_pharmacy,-12.0
728,2020/06/30,parks,62.0
729,2020/06/30,transit_stations,-41.0
730,2020/06/30,workplaces,-30.0
731,2020/06/30,residential,7.0
732,2020/07/01,retail_and_recreation,-18.0
733,2020/07/01,grocery_and_pharmacy,-10.0
734,2020/07/01,parks,31.0
735,2020/07/01,transit_stations,-41.0
736,2020/07/01,workplaces,-29.0
737,2020/07/01,residential,7.0
738,2020/07/02,retail_and_recreation,-18.0
739,2020/07/02,grocery_and_pharmacy,-13.0
740,2020/07/02,parks,34.0
741,2020/07/02,transit_stations,-42.0
742,2020/07/02,workplaces,-30.0
743,2020/07/02,residential,7.0
744,2020/07/03,retail_and_recreation,-25.0
745,2020/07/03,grocery_and_pharmacy,-17.0
746,2020/07/03,parks,4.0
747,2020/07/03,transit_stations,-44.0
748,2020/07/03,workplaces,-32.0
749,2020/07/03,residential,9.0
750,2020/07/04,retail_and_recreation,-23.0
751,2020/07/04,grocery_and_pharmacy,-18.0
752,2020/07/04,parks,65.0
753,2020/07/04,transit_stations,-27.0
754,2020/07/04,workplaces,-15.0
755,2020/07/04,residential,-1.0
756,2020/07/05,retail_and_recreation,-28.0
757,2020/07/05,grocery_and_pharmacy,-24.0
758,2020/07/05,parks,41.0
759,2020/07/05,transit_stations,-29.0
760,2020/07/05,workplaces,5.0
761,2020/07/05,residential,-4.0
762,2020/07/06,retail_and_recreation,-21.0
763,2020/07/06,grocery_and_pharmacy,-16.0
764,2020/07/06,parks,42.0
765,2020/07/06,transit_stations,-42.0
766,2020/07/06,workplaces,-32.0
767,2020/07/06,residential,6.0
768,2020/07/07,retail_and_recreation,-15.0
769,2020/07/07,grocery_and_pharmacy,-11.0
770,2020/07/07,parks,66.0
771,2020/07/07,transit_stations,-39.0
772,2020/07/07,workplaces,-30.0
773,2020/07/07,residential,6.0
774,2020/07/08,retail_and_recreation,-17.0
775,2020/07/08,grocery_and_pharmacy,-13.0
776,2020/07/08,parks,58.0
777,2020/07/08,transit_stations,-40.0
778,2020/07/08,workplaces,-29.0
779,2020/07/08,residential,6.0
780,2020/07/09,retail_and_recreation,-18.0
781,2020/07/09,grocery_and_pharmacy,-14.0
782,2020/07/09,parks,49.0
783,2020/07/09,transit_stations,-41.0
784,2020/07/09,workplaces,-29.0
785,2020/07/09,residential,6.0
786,2020/07/10,retail_and_recreation,-20.0
787,2020/07/10,grocery_and_pharmacy,-15.0
788,2020/07/10,parks,46.0
789,2020/07/10,transit_stations,-40.0
790,2020/07/10,workplaces,-31.0
791,2020/07/10,residential,5.0
792,2020/07/11,retail_and_recreation,-25.0
793,2020/07/11,grocery_and_pharmacy,-20.0
794,2020/07/11,parks,34.0
795,2020/07/11,transit_stations,-31.0
796,2020/07/11,workplaces,-15.0
797,2020/07/11,residential,1.0
798,2020/07/12,retail_and_recreation,-26.0
799,2020/07/12,grocery_and_pharmacy,-24.0
800,2020/07/12,parks,43.0
801,2020/07/12,transit_stations,-27.0
802,2020/07/12,workplaces,9.0
803,2020/07/12,residential,-4.0
804,2020/07/13,retail_and_recreation,-19.0
805,2020/07/13,grocery_and_pharmacy,-15.0
806,2020/07/13,parks,43.0
807,2020/07/13,transit_stations,-41.0
808,2020/07/13,workplaces,-31.0
809,2020/07/13,residential,5.0
810,2020/07/14,retail_and_recreation,-15.0
811,2020/07/14,grocery_and_pharmacy,-12.0
812,2020/07/14,parks,64.0
813,2020/07/14,transit_stations,-39.0
814,2020/07/14,workplaces,-30.0
815,2020/07/14,residential,6.0
816,2020/07/15,retail_and_recreation,-17.0
817,2020/07/15,grocery_and_pharmacy,-13.0
818,2020/07/15,parks,36.0
819,2020/07/15,transit_stations,-41.0
820,2020/07/15,workplaces,-28.0
821,2020/07/15,residential,6.0
822,2020/07/16,retail_and_recreation,-15.0
823,2020/07/16,grocery_and_pharmacy,-14.0
824,2020/07/16,parks,51.0
825,2020/07/16,transit_stations,-40.0
826,2020/07/16,workplaces,-29.0
827,2020/07/16,residential,5.0
828,2020/07/17,retail_and_recreation,-19.0
829,2020/07/17,grocery_and_pharmacy,-15.0
830,2020/07/17,parks,44.0
831,2020/07/17,transit_stations,-40.0
832,2020/07/17,workplaces,-30.0
833,2020/07/17,residential,5.0
834,2020/07/18,retail_and_recreation,-23.0
835,2020/07/18,grocery_and_pharmacy,-21.0
836,2020/07/18,parks,69.0
837,2020/07/18,transit_stations,-26.0
838,2020/07/18,workplaces,-13.0
839,2020/07/18,residential,-2.0
840,2020/07/19,retail_and_recreation,-26.0
841,2020/07/19,grocery_and_pharmacy,-24.0
842,2020/07/19,parks,44.0
843,2020/07/19,transit_stations,-27.0
844,2020/07/19,workplaces,10.0
845,2020/07/19,residential,-5.0
846,2020/07/20,retail_and_recreation,-19.0
847,2020/07/20,grocery_and_pharmacy,-16.0
848,2020/07/20,parks,51.0
849,2020/07/20,transit_stations,-41.0
850,2020/07/20,workplaces,-31.0
851,2020/07/20,residential,4.0
852,2020/07/21,retail_and_recreation,-16.0
853,2020/07/21,grocery_and_pharmacy,-14.0
854,2020/07/21,parks,70.0
855,2020/07/21,transit_stations,-40.0
856,2020/07/21,workplaces,-30.0
857,2020/07/21,residential,5.0
858,2020/07/22,retail_and_recreation,-19.0
859,2020/07/22,grocery_and_pharmacy,-15.0
860,2020/07/22,parks,43.0
861,2020/07/22,transit_stations,-41.0
862,2020/07/22,workplaces,-28.0
863,2020/07/22,residential,5.0
864,2020/07/23,retail_and_recreation,-17.0
865,2020/07/23,grocery_and_pharmacy,-14.0
866,2020/07/23,parks,48.0
867,2020/07/23,transit_stations,-41.0
868,2020/07/23,workplaces,-29.0
869,2020/07/23,residential,5.0
870,2020/07/24,retail_and_recreation,-24.0
871,2020/07/24,grocery_and_pharmacy,-18.0
872,2020/07/24,parks,9.0
873,2020/07/24,transit_stations,-43.0
874,2020/07/24,workplaces,-31.0
875,2020/07/24,residential,7.0
876,2020/07/25,retail_and_recreation,-23.0
877,2020/07/25,grocery_and_pharmacy,-21.0
878,2020/07/25,parks,70.0
879,2020/07/25,transit_stations,-26.0
880,2020/07/25,workplaces,-13.0
881,2020/07/25,residential,-2.0
882,2020/07/26,retail_and_recreation,-25.0
883,2020/07/26,grocery_and_pharmacy,-23.0
884,2020/07/26,parks,39.0
885,2020/07/26,transit_stations,-27.0
886,2020/07/26,workplaces,11.0
887,2020/07/26,residential,-5.0
888,2020/07/27,retail_and_recreation,-18.0
889,2020/07/27,grocery_and_pharmacy,-15.0
890,2020/07/27,parks,52.0
891,2020/07/27,transit_stations,-41.0
892,2020/07/27,workplaces,-32.0
893,2020/07/27,residential,4.0
894,2020/07/28,retail_and_recreation,-16.0
895,2020/07/28,grocery_and_pharmacy,-14.0
896,2020/07/28,parks,64.0
897,2020/07/28,transit_stations,-41.0
898,2020/07/28,workplaces,-30.0
899,2020/07/28,residential,5.0
900,2020/07/29,retail_and_recreation,-17.0
901,2020/07/29,grocery_and_pharmacy,-13.0
902,2020/07/29,parks,53.0
903,2020/07/29,transit_stations,-41.0
904,2020/07/29,workplaces,-30.0
905,2020/07/29,residential,5.0
906,2020/07/30,retail_and_recreation,-17.0
907,2020/07/30,grocery_and_pharmacy,-16.0
908,2020/07/30,parks,39.0
909,2020/07/30,transit_stations,-42.0
910,2020/07/30,workplaces,-31.0
911,2020/07/30,residential,5.0
912,2020/07/31,retail_and_recreation,-20.0
913,2020/07/31,grocery_and_pharmacy,-17.0
914,2020/07/31,parks,40.0
915,2020/07/31,transit_stations,-41.0
916,2020/07/31,workplaces,-32.0
917,2020/07/31,residential,4.0
918,2020/08/01,retail_and_recreation,-28.0
919,2020/08/01,grocery_and_pharmacy,-24.0
920,2020/08/01,parks,39.0
921,2020/08/01,transit_stations,-30.0
922,2020/08/01,workplaces,-19.0
923,2020/08/01,residential,-2.0
924,2020/08/02,retail_and_recreation,-29.0
925,2020/08/02,grocery_and_pharmacy,-22.0
926,2020/08/02,parks,2.0
927,2020/08/02,transit_stations,-35.0
928,2020/08/02,workplaces,5.0
929,2020/08/02,residential,-2.0
930,2020/08/03,retail_and_recreation,-25.0
931,2020/08/03,grocery_and_pharmacy,-21.0
932,2020/08/03,parks,-14.0
933,2020/08/03,transit_stations,-48.0
934,2020/08/03,workplaces,-40.0
935,2020/08/03,residential,7.0
936,2020/08/04,retail_and_recreation,-13.0
937,2020/08/04,grocery_and_pharmacy,-11.0
938,2020/08/04,parks,59.0
939,2020/08/04,transit_stations,-42.0
940,2020/08/04,workplaces,-38.0
941,2020/08/04,residential,6.0
942,2020/08/05,retail_and_recreation,-16.0
943,2020/08/05,grocery_and_pharmacy,-16.0
944,2020/08/05,parks,67.0
945,2020/08/05,transit_stations,-43.0
946,2020/08/05,workplaces,-38.0
947,2020/08/05,residential,5.0
948,2020/08/06,retail_and_recreation,-17.0
949,2020/08/06,grocery_and_pharmacy,-18.0
950,2020/08/06,parks,56.0
951,2020/08/06,transit_stations,-44.0
952,2020/08/06,workplaces,-39.0
953,2020/08/06,residential,4.0
954,2020/08/07,retail_and_recreation,-23.0
955,2020/08/07,grocery_and_pharmacy,-20.0
956,2020/08/07,parks,46.0
957,2020/08/07,transit_stations,-45.0
958,2020/08/07,workplaces,-42.0
959,2020/08/07,residential,5.0
960,2020/08/08,retail_and_recreation,-33.0
961,2020/08/08,grocery_and_pharmacy,-31.0
962,2020/08/08,parks,44.0
963,2020/08/08,transit_stations,-33.0
964,2020/08/08,workplaces,-25.0
965,2020/08/08,residential,-3.0
966,2020/08/09,retail_and_recreation,-36.0
967,2020/08/09,grocery_and_pharmacy,-33.0
968,2020/08/09,parks,19.0
969,2020/08/09,transit_stations,-34.0
970,2020/08/09,workplaces,1.0
971,2020/08/09,residential,-5.0
972,2020/08/10,retail_and_recreation,-26.0
973,2020/08/10,grocery_and_pharmacy,-21.0
974,2020/08/10,parks,65.0
975,2020/08/10,transit_stations,-49.0
976,2020/08/10,workplaces,-59.0
977,2020/08/10,residential,7.0
978,2020/08/11,retail_and_recreation,-25.0
979,2020/08/11,grocery_and_pharmacy,-20.0
980,2020/08/11,parks,93.0
981,2020/08/11,transit_stations,-50.0
982,2020/08/11,workplaces,-59.0
983,2020/08/11,residential,8.0
984,2020/08/12,retail_and_recreation,-28.0
985,2020/08/12,grocery_and_pharmacy,-21.0
986,2020/08/12,parks,66.0
987,2020/08/12,transit_stations,-51.0
988,2020/08/12,workplaces,-59.0
989,2020/08/12,residential,9.0
990,2020/08/13,retail_and_recreation,-27.0
991,2020/08/13,grocery_and_pharmacy,-19.0
992,2020/08/13,parks,51.0
993,2020/08/13,transit_stations,-51.0
994,2020/08/13,workplaces,-60.0
995,2020/08/13,residential,9.0
996,2020/08/14,retail_and_recreation,-31.0
997,2020/08/14,grocery_and_pharmacy,-10.0
998,2020/08/14,parks,50.0
999,2020/08/14,transit_stations,-51.0
1000,2020/08/14,workplaces,-63.0
1001,2020/08/14,residential,10.0
1002,2020/08/15,retail_and_recreation,-59.0
1003,2020/08/15,grocery_and_pharmacy,-66.0
1004,2020/08/15,parks,62.0
1005,2020/08/15,transit_stations,-44.0
1006,2020/08/15,workplaces,-52.0
1007,2020/08/15,residential,-3.0
1008,2020/08/16,retail_and_recreation,-43.0
1009,2020/08/16,grocery_and_pharmacy,-36.0
1010,2020/08/16,parks,4.0
1011,2020/08/16,transit_stations,-38.0
1012,2020/08/16,workplaces,-6.0
1013,2020/08/16,residential,-4.0
1014,2020/08/17,retail_and_recreation,-30.0
1015,2020/08/17,grocery_and_pharmacy,-19.0
1016,2020/08/17,parks,47.0
1017,2020/08/17,transit_stations,-51.0
1018,2020/08/17,workplaces,-63.0
1019,2020/08/17,residential,9.0
1020,2020/08/18,retail_and_recreation,-28.0
1021,2020/08/18,grocery_and_pharmacy,-21.0
1022,2020/08/18,parks,90.0
1023,2020/08/18,transit_stations,-50.0
1024,2020/08/18,workplaces,-59.0
1025,2020/08/18,residential,10.0
1026,2020/08/19,retail_and_recreation,-31.0
1027,2020/08/19,grocery_and_pharmacy,-23.0
1028,2020/08/19,parks,83.0
1029,2020/08/19,transit_stations,-51.0
1030,2020/08/19,workplaces,-59.0
1031,2020/08/19,residential,9.0
1032,2020/08/20,retail_and_recreation,-31.0
1033,2020/08/20,grocery_and_pharmacy,-24.0
1034,2020/08/20,parks,70.0
1035,2020/08/20,transit_stations,-51.0
1036,2020/08/20,workplaces,-59.0
1037,2020/08/20,residential,8.0
1038,2020/08/21,retail_and_recreation,-35.0
1039,2020/08/21,grocery_and_pharmacy,-26.0
1040,2020/08/21,parks,56.0
1041,2020/08/21,transit_stations,-52.0
1042,2020/08/21,workplaces,-59.0
1043,2020/08/21,residential,9.0
1044,2020/08/22,retail_and_recreation,-40.0
1045,2020/08/22,grocery_and_pharmacy,-36.0
1046,2020/08/22,parks,45.0
1047,2020/08/22,transit_stations,-38.0
1048,2020/08/22,workplaces,-32.0
1049,2020/08/22,residential,-2.0
1050,2020/08/23,retail_and_recreation,-37.0
1051,2020/08/23,grocery_and_pharmacy,-29.0
1052,2020/08/23,parks,-1.0
1053,2020/08/23,transit_stations,-37.0
1054,2020/08/23,workplaces,4.0
1055,2020/08/23,residential,-2.0
1056,2020/08/24,retail_and_recreation,-25.0
1057,2020/08/24,grocery_and_pharmacy,-17.0
1058,2020/08/24,parks,45.0
1059,2020/08/24,transit_stations,-49.0
1060,2020/08/24,workplaces,-47.0
1061,2020/08/24,residential,7.0
1062,2020/08/25,retail_and_recreation,-22.0
1063,2020/08/25,grocery_and_pharmacy,-16.0
1064,2020/08/25,parks,81.0
1065,2020/08/25,transit_stations,-47.0
1066,2020/08/25,workplaces,-45.0
1067,2020/08/25,residential,7.0
1068,2020/08/26,retail_and_recreation,-23.0
1069,2020/08/26,grocery_and_pharmacy,-18.0
1070,2020/08/26,parks,64.0
1071,2020/08/26,transit_stations,-47.0
1072,2020/08/26,workplaces,-43.0
1073,2020/08/26,residential,7.0
1074,2020/08/27,retail_and_recreation,-22.0
1075,2020/08/27,grocery_and_pharmacy,-19.0
1076,2020/08/27,parks,58.0
1077,2020/08/27,transit_stations,-46.0
1078,2020/08/27,workplaces,-43.0
1079,2020/08/27,residential,6.0
1080,2020/08/28,retail_and_recreation,-29.0
1081,2020/08/28,grocery_and_pharmacy,-20.0
1082,2020/08/28,parks,0.0
1083,2020/08/28,transit_stations,-49.0
1084,2020/08/28,workplaces,-44.0
1085,2020/08/28,residential,9.0
1086,2020/08/29,retail_and_recreation,-32.0
1087,2020/08/29,grocery_and_pharmacy,-25.0
1088,2020/08/29,parks,-25.0
1089,2020/08/29,transit_stations,-41.0
1090,2020/08/29,workplaces,-29.0
1091,2020/08/29,residential,3.0
1092,2020/08/30,retail_and_recreation,-27.0
1093,2020/08/30,grocery_and_pharmacy,-20.0
1094,2020/08/30,parks,-3.0
1095,2020/08/30,transit_stations,-33.0
1096,2020/08/30,workplaces,-2.0
1097,2020/08/30,residential,1.0
1098,2020/08/31,retail_and_recreation,-17.0
1099,2020/08/31,grocery_and_pharmacy,-12.0
1100,2020/08/31,parks,34.0
1101,2020/08/31,transit_stations,-42.0
1102,2020/08/31,workplaces,-37.0
1103,2020/08/31,residential,6.0
1104,2020/09/01,retail_and_recreation,-12.0
1105,2020/09/01,grocery_and_pharmacy,-9.0
1106,2020/09/01,parks,81.0
1107,2020/09/01,transit_stations,-37.0
1108,2020/09/01,workplaces,-34.0
1109,2020/09/01,residential,5.0
1110,2020/09/02,retail_and_recreation,-16.0
1111,2020/09/02,grocery_and_pharmacy,-10.0
1112,2020/09/02,parks,42.0
1113,2020/09/02,transit_stations,-40.0
1114,2020/09/02,workplaces,-33.0
1115,2020/09/02,residential,6.0
1116,2020/09/03,retail_and_recreation,-14.0
1117,2020/09/03,grocery_and_pharmacy,-11.0
1118,2020/09/03,parks,59.0
1119,2020/09/03,transit_stations,-37.0
1120,2020/09/03,workplaces,-33.0
1121,2020/09/03,residential,5.0
1122,2020/09/04,retail_and_recreation,-17.0
1123,2020/09/04,grocery_and_pharmacy,-14.0
1124,2020/09/04,parks,59.0
1125,2020/09/04,transit_stations,-37.0
1126,2020/09/04,workplaces,-33.0
1127,2020/09/04,residential,5.0
1128,2020/09/05,retail_and_recreation,-19.0
1129,2020/09/05,grocery_and_pharmacy,-18.0
1130,2020/09/05,parks,77.0
1131,2020/09/05,transit_stations,-23.0
1132,2020/09/05,workplaces,-24.0
1133,2020/09/05,residential,-2.0
1134,2020/09/06,retail_and_recreation,-20.0
1135,2020/09/06,grocery_and_pharmacy,-18.0
1136,2020/09/06,parks,47.0
1137,2020/09/06,transit_stations,-23.0
1138,2020/09/06,workplaces,-4.0
1139,2020/09/06,residential,-3.0
1140,2020/09/07,retail_and_recreation,-16.0
1141,2020/09/07,grocery_and_pharmacy,-10.0
1142,2020/09/07,parks,20.0
1143,2020/09/07,transit_stations,-39.0
1144,2020/09/07,workplaces,-34.0
1145,2020/09/07,residential,6.0
1146,2020/09/08,retail_and_recreation,-10.0
1147,2020/09/08,grocery_and_pharmacy,-8.0
1148,2020/09/08,parks,81.0
1149,2020/09/08,transit_stations,-33.0
1150,2020/09/08,workplaces,-32.0
1151,2020/09/08,residential,5.0
1152,2020/09/09,retail_and_recreation,-12.0
1153,2020/09/09,grocery_and_pharmacy,-10.0
1154,2020/09/09,parks,68.0
1155,2020/09/09,transit_stations,-33.0
1156,2020/09/09,workplaces,-31.0
1157,2020/09/09,residential,4.0
1158,2020/09/10,retail_and_recreation,-11.0
1159,2020/09/10,grocery_and_pharmacy,-9.0
1160,2020/09/10,parks,60.0
1161,2020/09/10,transit_stations,-31.0
1162,2020/09/10,workplaces,-32.0
1163,2020/09/10,residential,4.0
1164,2020/09/11,retail_and_recreation,-12.0
1165,2020/09/11,grocery_and_pharmacy,-9.0
1166,2020/09/11,parks,58.0
1167,2020/09/11,transit_stations,-31.0
1168,2020/09/11,workplaces,-32.0
1169,2020/09/11,residential,3.0
1170,2020/09/12,retail_and_recreation,-14.0
1171,2020/09/12,grocery_and_pharmacy,-13.0
1172,2020/09/12,parks,81.0
1173,2020/09/12,transit_stations,-17.0
1174,2020/09/12,workplaces,-22.0
1175,2020/09/12,residential,-3.0
1176,2020/09/13,retail_and_recreation,-17.0
1177,2020/09/13,grocery_and_pharmacy,-14.0
1178,2020/09/13,parks,52.0
1179,2020/09/13,transit_stations,-18.0
1180,2020/09/13,workplaces,-4.0
1181,2020/09/13,residential,-4.0
1182,2020/09/14,retail_and_recreation,-10.0
1183,2020/09/14,grocery_and_pharmacy,-6.0
1184,2020/09/14,parks,56.0
1185,2020/09/14,transit_stations,-28.0
1186,2020/09/14,workplaces,-30.0
1187,2020/09/14,residential,3.0
1188,2020/09/15,retail_and_recreation,-9.0
1189,2020/09/15,grocery_and_pharmacy,-5.0
1190,2020/09/15,parks,80.0
1191,2020/09/15,transit_stations,-25.0
1192,2020/09/15,workplaces,-28.0
1193,2020/09/15,residential,3.0
1194,2020/09/16,retail_and_recreation,-11.0
1195,2020/09/16,grocery_and_pharmacy,-6.0
1196,2020/09/16,parks,61.0
1197,2020/09/16,transit_stations,-25.0
1198,2020/09/16,workplaces,-28.0
1199,2020/09/16,residential,3.0
1200,2020/09/17,retail_and_recreation,-11.0
1201,2020/09/17,grocery_and_pharmacy,-9.0
1202,2020/09/17,parks,57.0
1203,2020/09/17,transit_stations,-25.0
1204,2020/09/17,workplaces,-29.0
1205,2020/09/17,residential,3.0
1206,2020/09/18,retail_and_recreation,-13.0
1207,2020/09/18,grocery_and_pharmacy,-10.0
1208,2020/09/18,parks,58.0
1209,2020/09/18,transit_stations,-24.0
1210,2020/09/18,workplaces,-29.0
1211,2020/09/18,residential,3.0
1212,2020/09/19,retail_and_recreation,-15.0
1213,2020/09/19,grocery_and_pharmacy,-13.0
1214,2020/09/19,parks,64.0
1215,2020/09/19,transit_stations,-15.0
1216,2020/09/19,workplaces,-20.0
1217,2020/09/19,residential,-1.0
1218,2020/09/20,retail_and_recreation,-14.0
1219,2020/09/20,grocery_and_pharmacy,-13.0
1220,2020/09/20,parks,45.0
1221,2020/09/20,transit_stations,-16.0
1222,2020/09/20,workplaces,-2.0
1223,2020/09/20,residential,-3.0
1224,2020/09/21,retail_and_recreation,-14.0
1225,2020/09/21,grocery_and_pharmacy,-9.0
1226,2020/09/21,parks,30.0
1227,2020/09/21,transit_stations,-28.0
1228,2020/09/21,workplaces,-30.0
1229,2020/09/21,residential,4.0
1230,2020/09/22,retail_and_recreation,-17.0
1231,2020/09/22,grocery_and_pharmacy,-10.0
1232,2020/09/22,parks,10.0
1233,2020/09/22,transit_stations,-28.0
1234,2020/09/22,workplaces,-29.0
1235,2020/09/22,residential,6.0
1236,2020/09/23,retail_and_recreation,-13.0
1237,2020/09/23,grocery_and_pharmacy,-3.0
1238,2020/09/23,parks,38.0
1239,2020/09/23,transit_stations,-23.0
1240,2020/09/23,workplaces,-26.0
1241,2020/09/23,residential,5.0
1242,2020/09/24,retail_and_recreation,-17.0
1243,2020/09/24,grocery_and_pharmacy,-9.0
1244,2020/09/24,parks,0.0
1245,2020/09/24,transit_stations,-26.0
1246,2020/09/24,workplaces,-27.0
1247,2020/09/24,residential,6.0
1248,2020/09/25,retail_and_recreation,-19.0
1249,2020/09/25,grocery_and_pharmacy,-9.0
1250,2020/09/25,parks,-11.0
1251,2020/09/25,transit_stations,-28.0
1252,2020/09/25,workplaces,-28.0
1253,2020/09/25,residential,6.0
1254,2020/09/26,retail_and_recreation,-14.0
1255,2020/09/26,grocery_and_pharmacy,-8.0
1256,2020/09/26,parks,37.0
1257,2020/09/26,transit_stations,-15.0
1258,2020/09/26,workplaces,-18.0
1259,2020/09/26,residential,1.0
1260,2020/09/27,retail_and_recreation,-17.0
1261,2020/09/27,grocery_and_pharmacy,-13.0
1262,2020/09/27,parks,21.0
1263,2020/09/27,transit_stations,-18.0
1264,2020/09/27,workplaces,-5.0
1265,2020/09/27,residential,1.0
1266,2020/09/28,retail_and_recreation,-15.0
1267,2020/09/28,grocery_and_pharmacy,-6.0
1268,2020/09/28,parks,30.0
1269,2020/09/28,transit_stations,-27.0
1270,2020/09/28,workplaces,-25.0
1271,2020/09/28,residential,5.0
1272,2020/09/29,retail_and_recreation,-12.0
1273,2020/09/29,grocery_and_pharmacy,-3.0
1274,2020/09/29,parks,48.0
1275,2020/09/29,transit_stations,-23.0
1276,2020/09/29,workplaces,-24.0
1277,2020/09/29,residential,5.0
1278,2020/09/30,retail_and_recreation,-12.0
1279,2020/09/30,grocery_and_pharmacy,-3.0
1280,2020/09/30,parks,41.0
1281,2020/09/30,transit_stations,-21.0
1282,2020/09/30,workplaces,-24.0
1283,2020/09/30,residential,4.0
1284,2020/10/01,retail_and_recreation,-13.0
1285,2020/10/01,grocery_and_pharmacy,0.0
1286,2020/10/01,parks,17.0
1287,2020/10/01,transit_stations,-23.0
1288,2020/10/01,workplaces,-22.0
1289,2020/10/01,residential,4.0
1290,2020/10/02,retail_and_recreation,-23.0
1291,2020/10/02,grocery_and_pharmacy,-12.0
1292,2020/10/02,parks,-34.0
1293,2020/10/02,transit_stations,-29.0
1294,2020/10/02,workplaces,-25.0
1295,2020/10/02,residential,7.0
1296,2020/10/03,retail_and_recreation,-15.0
1297,2020/10/03,grocery_and_pharmacy,-6.0
1298,2020/10/03,parks,16.0
1299,2020/10/03,transit_stations,-15.0
1300,2020/10/03,workplaces,-18.0
1301,2020/10/03,residential,3.0
1302,2020/10/04,retail_and_recreation,-20.0
1303,2020/10/04,grocery_and_pharmacy,-14.0
1304,2020/10/04,parks,-9.0
1305,2020/10/04,transit_stations,-23.0
1306,2020/10/04,workplaces,-8.0
1307,2020/10/04,residential,3.0
1308,2020/10/05,retail_and_recreation,-16.0
1309,2020/10/05,grocery_and_pharmacy,-5.0
1310,2020/10/05,parks,10.0
1311,2020/10/05,transit_stations,-23.0
1312,2020/10/05,workplaces,-24.0
1313,2020/10/05,residential,5.0
1314,2020/10/06,retail_and_recreation,-13.0
1315,2020/10/06,grocery_and_pharmacy,-3.0
1316,2020/10/06,parks,27.0
1317,2020/10/06,transit_stations,-21.0
1318,2020/10/06,workplaces,-23.0
1319,2020/10/06,residential,5.0
1320,2020/10/07,retail_and_recreation,-13.0
1321,2020/10/07,grocery_and_pharmacy,-3.0
1322,2020/10/07,parks,37.0
1323,2020/10/07,transit_stations,-21.0
1324,2020/10/07,workplaces,-21.0
1325,2020/10/07,residential,4.0
1326,2020/10/08,retail_and_recreation,-13.0
1327,2020/10/08,grocery_and_pharmacy,-4.0
1328,2020/10/08,parks,32.0
1329,2020/10/08,transit_stations,-22.0
1330,2020/10/08,workplaces,-21.0
1331,2020/10/08,residential,4.0
1332,2020/10/09,retail_and_recreation,-14.0
1333,2020/10/09,grocery_and_pharmacy,-4.0
1334,2020/10/09,parks,23.0
1335,2020/10/09,transit_stations,-22.0
1336,2020/10/09,workplaces,-22.0
1337,2020/10/09,residential,5.0
1338,2020/10/10,retail_and_recreation,-15.0
1339,2020/10/10,grocery_and_pharmacy,-9.0
1340,2020/10/10,parks,47.0
1341,2020/10/10,transit_stations,-12.0
1342,2020/10/10,workplaces,-14.0
1343,2020/10/10,residential,1.0
1344,2020/10/11,retail_and_recreation,-23.0
1345,2020/10/11,grocery_and_pharmacy,-13.0
1346,2020/10/11,parks,-22.0
1347,2020/10/11,transit_stations,-30.0
1348,2020/10/11,workplaces,-8.0
1349,2020/10/11,residential,4.0
1350,2020/10/12,retail_and_recreation,-17.0
1351,2020/10/12,grocery_and_pharmacy,-7.0
1352,2020/10/12,parks,24.0
1353,2020/10/12,transit_stations,-25.0
1354,2020/10/12,workplaces,-22.0
1355,2020/10/12,residential,5.0
1356,2020/10/13,retail_and_recreation,-14.0
1357,2020/10/13,grocery_and_pharmacy,-4.0
1358,2020/10/13,parks,39.0
1359,2020/10/13,transit_stations,-23.0
1360,2020/10/13,workplaces,-21.0
1361,2020/10/13,residential,6.0
1362,2020/10/14,retail_and_recreation,-17.0
1363,2020/10/14,grocery_and_pharmacy,-4.0
1364,2020/10/14,parks,13.0
1365,2020/10/14,transit_stations,-25.0
1366,2020/10/14,workplaces,-20.0
1367,2020/10/14,residential,6.0
1368,2020/10/15,retail_and_recreation,-24.0
1369,2020/10/15,grocery_and_pharmacy,-11.0
1370,2020/10/15,parks,-34.0
1371,2020/10/15,transit_stations,-31.0
